article_id,x,y
288778,-1.715192,5.723034
337735,-0.18561135,-0.16016378
355867,8.621039,-2.363971
119534,-3.5946226,3.1700726
140720,-0.97805893,3.2558994
159359,-1.0573751,-1.8943862
218028,-3.8636293,1.0653235
233658,1.8895614,-3.9404843
286128,-4.8184357,2.5450919
299871,-3.8586948,2.7014365
336380,-0.6827656,4.450422
74554,-4.2486763,0.9122147
74628,-1.587148,-0.47380933
158461,-0.37644765,-1.5034394
237524,-3.586149,-3.5106673
255340,-7.1163974,3.4189467
255575,0.8285377,-4.843093
145166,-3.932264,3.298565
183530,-3.7720551,2.5766673
107298,16.669575,1.2285529
108854,2.2396386,0.90612656
283238,-2.9433863,0.7256487
284406,-2.0197084,-3.1610522
29828,0.38321808,0.72453356
58043,-2.1033728,-0.7196164
76653,1.5599715,-4.5400863
84763,-0.24494752,4.030208
107214,10.407959,-3.7156305
107289,16.358454,1.3036897
118391,-4.4360633,6.049999
123569,-0.81345296,1.5045573
123818,-3.8543484,0.90667224
128957,-5.2448635,2.9092848
156296,0.27577144,-2.9973116
157132,-2.0266564,-0.9378531
157774,2.3717935,-3.521241
158114,0.04469563,-4.6762094
158906,0.38153407,-3.7070656
159266,4.2081637,-8.757413
160748,-0.9033473,-2.5344398
160940,-2.529462,-2.738745
161766,-1.4060246,-4.5480895
162286,0.5537968,-8.617085
166129,3.5803208,-0.73860514
168401,-1.5638239,-5.887037
168637,2.5717711,-4.580605
168761,3.366422,-5.4061685
172915,-1.6974632,-2.9715927
190274,-1.8014815,3.7876554
199372,-0.77498055,-0.0990266
206233,27.618305,12.36402
212050,2.6394012,-2.666753
214084,-0.04044529,-4.0136037
214138,3.5182717,0.4702426
214784,1.132702,-3.6872938
237620,-3.2418427,-4.4880943
254736,-5.704055,-0.7316972
254930,-4.0293484,1.3968045
256163,-6.5222917,-0.86014485
286161,-2.8755217,-5.2442327
288457,-1.7703257,2.4757178
288528,-3.834942,3.4183614
304310,-5.0474854,3.8244317
308872,-0.59561694,-0.9161204
331622,-1.1495367,1.4550506
338351,2.1519558,-1.1508964
355165,6.3225894,-2.3467865
357271,2.6600776,-4.0793133
362322,0.80938864,-0.68770593
30336,-6.5052958,8.799348
31805,0.46729678,5.756572
48485,-6.248555,4.184854
50569,3.2623231,-5.911785
74722,3.2226408,-2.3955371
88911,28.05595,15.487111
88912,28.05595,15.487111
88913,28.05595,15.487111
88914,28.05595,15.487111
100904,6.678594,-3.991925
118548,0.11900107,5.54314
124350,-1.6023465,-1.0884831
124667,-0.75639725,-0.8819955
124679,-2.0703857,-0.027796857
124734,-2.3387008,0.43549895
128707,0.88638896,0.7614678
129434,1.0472323,-0.10054446
156736,1.1512051,-4.861185
157600,-2.4124115,-0.9810642
157861,-2.8875105,-7.4882436
157973,-1.1173885,-6.2708445
158512,-0.059231766,-6.974804
158640,2.4303513,-9.869153
158766,0.1965016,-6.4677835
158882,-1.3320111,-7.5109725
159529,4.6472483,-6.887592
161907,2.3226655,-6.7695255
162017,-2.2031941,-2.9593377
162139,1.9925256,-4.9712877
194568,-2.1175349,1.9405074
214474,3.4906511,-0.5137044
216136,-0.90953225,1.0825942
236983,-1.5519983,-1.2332418
258007,-4.3519673,6.8092265
264013,-2.9939847,3.6785285
274204,-2.3574412,4.6577024
282741,0.30633795,-0.5626927
283437,-0.9877289,-1.8806607
284177,-1.9750593,-0.5163701
285744,-3.9129133,0.16711016
285813,4.1255245,-3.0820332
300048,-4.352876,2.6429305
300473,-6.405072,2.6303823
314770,5.9897013,-3.2061918
324823,-5.232015,2.8966038
330970,-2.8890045,5.126596
332390,-4.182413,1.134447
337441,-2.8751235,3.4329486
341134,-0.1600073,0.6504143
348096,-0.36387208,-0.9923002
348103,2.8219147,-1.0983875
286410,3.516734,-4.706761
286414,2.319759,-1.9944432
286417,-0.006437697,-0.40379986
286421,0.22945502,-0.7428177
297906,-1.3249879,-3.1990376
299405,-2.9753304,1.3715266
300341,-6.143758,2.3883069
300712,-1.2547841,-0.10076333
301104,1.0099846,-2.86854
50504,4.401426,-3.7193513
96210,-0.5136358,5.053613
156625,0.02439443,-4.076042
157478,3.2441099,-2.1503162
234269,-0.7686842,-4.7328973
245161,1.3220209,0.6736869
277486,-5.780944,4.9241652
289003,-2.634451,1.5983754
303565,-3.7572606,4.160967
313920,-4.182958,2.7105627
124751,0.56492794,2.9607618
16783,-1.6213124,0.6178995
31441,-0.94228727,5.5936284
36136,4.433286,-4.455643
57740,-2.3818352,0.9995217
58235,-3.4224372,1.5841656
59057,-0.35152337,-1.2443589
96029,-0.85735947,4.9399877
114052,-1.848596,-3.394155
123826,-2.208545,-2.168836
124749,-3.1922522,0.81877726
133160,-4.0170326,2.6352363
157077,2.207092,-4.263383
158535,13.130467,2.894702
158664,0.46684253,-1.1681203
160894,-1.8872098,-2.1244395
161602,-1.1376376,-7.7472787
162951,1.500854,1.6272159
163505,1.2086686,-0.7100032
166176,4.4728312,-4.6839724
166377,1.4796523,-0.030020574
182125,-6.2846837,3.0658658
195191,-2.287139,5.0781283
195586,-0.5145471,4.0432725
198659,-0.5410577,-0.1266136
202557,5.1178646,-7.0875225
205832,5.832821,-5.31032
206763,2.7772224,-5.592591
207975,-0.22504511,-0.94424933
208981,0.15721205,-4.1728864
213877,2.4605918,-7.0148535
214109,5.1313686,-1.767847
233549,-0.7902109,-3.418517
234413,-1.1417552,-3.4467988
235008,-3.8498611,-1.5469382
235263,0.35737363,-2.6288552
235990,-0.5965381,2.1667259
236825,-3.0866885,-3.111314
236969,-2.0211768,-0.8383016
237090,2.5553575,-2.5094068
237583,0.03081244,-0.017512526
240233,-0.15720676,2.6001558
242735,-1.9141011,5.8327127
261606,-3.0026345,5.603544
270225,-3.5438643,-0.48820794
272094,-2.9747753,-1.0380269
276946,-3.2072976,3.912478
284154,-1.1372844,-1.2805854
284463,-2.1249068,-3.5289466
288977,0.91706944,4.668217
289007,-2.2935233,2.3900704
289196,-2.7769814,3.1349201
293050,-4.1312222,7.4865303
303350,0.5336911,0.2545983
304226,-2.2160764,2.488249
308156,-2.64385,2.221676
336431,-3.8090901,2.3798676
337051,-2.8734756,2.1079912
338350,5.7715316,-5.2260633
2137,-3.0064144,2.09617
31327,-3.0356212,4.212121
32517,-5.4124255,4.5125318
70428,3.259494,-5.6495333
71035,-0.3650883,-1.9934777
87192,0.62182665,-0.6798473
87228,7.7740364,-1.2555903
118462,-2.006993,7.994199
123698,-1.3048826,-0.24839877
159192,-2.8089504,-1.5633069
162378,0.9970983,-6.249226
195908,-4.1478243,2.108893
198894,-4.916762,3.7085602
199016,-0.21948218,0.15954243
203217,2.4304936,-4.9369516
206785,-1.81974,-2.4445126
207603,-1.6935242,0.99176943
215613,-2.924644,3.8114774
224763,-1.9006535,-4.8993206
234987,-0.27311578,-5.600978
235769,-1.9377038,0.5645199
235847,-2.5631585,-3.295717
239762,-1.9921746,2.2057393
245678,0.36215782,1.83555
271677,-2.5433767,-2.209545
272947,-6.3584194,5.2371235
292594,-4.161247,5.466578
293062,-4.6168613,5.95167
313803,1.6575181,0.46144164
320493,2.3984795,-2.3454106
321371,-3.375984,1.7356508
331737,-5.8361893,4.993393
336574,-3.1396024,0.3479772
337058,0.7248191,-3.679525
338339,-1.1288565,0.78674215
338340,-1.7629063,-0.5024594
362885,2.3963487,1.0736536
58619,-1.4662124,-5.6221037
63508,7.8157554,-8.585318
65630,3.0763397,-8.9086685
69341,-0.17411138,-5.3142076
69821,1.6264409,-4.1380053
70002,3.6389728,-5.4852777
70172,-1.4036993,-9.732571
70217,1.854868,-5.447913
70335,-0.7240911,-5.297916
71076,-0.4985526,-0.5722537
107013,7.172423,-4.4430857
118661,-2.3745394,3.375098
124549,-3.370471,0.5626166
149695,2.7201161,-6.8358283
149964,3.6183534,-4.302762
156381,0.8194817,-5.660522
157015,-0.093834795,-5.2163906
157623,-1.2423579,-6.4835343
157759,0.9362256,-6.744666
157798,4.5174713,-7.6265144
158036,1.4071399,-5.0246844
158094,-0.13365881,-6.862343
158179,-1.1990052,-6.2633247
158292,1.3279047,-7.505723
158490,2.2226903,-4.5586514
158704,5.032725,-4.802211
158715,1.3354223,-7.265847
158721,4.610727,-3.9481351
159275,6.447591,-7.149494
159450,2.9386818,-7.2136703
159478,0.10940245,-6.290548
159581,0.47440574,-4.3548164
159619,8.071845,-8.57947
159652,0.85672605,-5.4977508
159828,1.5243522,-7.037197
159912,-0.72520787,-4.143829
159932,2.969882,-3.3041637
159943,4.014172,-9.729972
160324,0.9049459,-4.502587
161179,1.5119294,-4.2870135
161223,-1.4538497,-5.939004
161498,-1.6696783,-3.8392866
161517,2.6882768,-4.848277
161585,-4.279874,0.9825661
161911,1.684098,-8.125063
162037,1.0317333,-5.294887
162296,4.0347257,-6.0600786
162321,1.5848559,-8.8939085
162338,1.8493164,-8.192846
162483,3.31429,-8.844959
162596,-1.9191319,-4.550951
162718,-0.96476185,-8.328486
202308,2.5312793,-5.2998066
205846,0.45021865,-4.212343
205982,-0.31306055,-2.8133612
206090,0.91714203,-5.658708
206112,3.2070796,-4.604669
206221,2.2980263,-3.411945
206778,0.35998946,-4.555817
207331,1.9273882,-5.60239
207391,-0.49198323,-4.9632053
207760,0.57256895,-8.374551
207797,3.2004817,-6.6361628
207828,-0.02125951,-5.7607265
207848,0.044808734,-2.3535004
207994,1.3086737,-5.7943377
208102,-0.059517305,-5.192768
208150,0.95428944,-5.000236
208232,1.0004001,-4.2071095
208235,-1.2732527,-5.3598638
208322,1.3865222,-7.9127874
208430,0.35900313,-4.838721
208473,0.36786208,-4.0264425
208970,-0.8290241,-3.0155168
209013,-0.7477662,-3.3660972
209156,2.1583736,-3.1487238
209200,0.12263796,-4.802114
209348,1.6804365,-7.2437515
234286,-2.777991,-3.245872
235276,-0.78542453,-3.9714656
236207,-3.2632186,-4.4107313
284913,-3.1488097,-0.5537135
285056,4.0437694,-7.1104064
285414,-5.9506845,1.95978
287174,5.13748,-0.037969857
287415,-1.227021,3.4343781
299152,-3.952987,2.964394
314298,-1.458458,-0.10052273
357643,1.7858981,-9.287713
357730,5.2997327,-9.784608
128289,0.04535584,1.0998231
129960,-2.1887858,3.0749996
156052,3.3618603,-6.002864
159084,20.502586,6.5525713
161191,0.4676185,-7.3730955
284096,-2.976742,-3.473125
288320,-2.6167374,3.977111
298687,-2.1695786,-1.7422681
348112,1.872636,0.07260254
348114,4.0209284,1.5372354
352098,-6.3269773,5.4736176
4658,-1.616471,2.375917
5107,-6.3059297,5.1650414
31488,-1.389193,2.7852561
31836,-0.56627077,5.223438
32087,-2.8027284,1.265285
32467,-5.5995026,5.075904
32655,-5.2901154,9.003045
57475,-1.4396944,-3.1916122
59681,1.0995983,-3.178016
97108,3.3457086,2.0386455
111043,-4.052211,4.58351
140971,1.0238104,2.4839015
141253,-2.13324,1.456849
158536,1.4847882,-7.6208367
186627,-4.1898627,8.509185
207485,-1.6481744,-1.5524701
233420,-0.8333202,-6.990296
233595,-6.071114,0.0056497017
234813,0.07712588,-5.4429727
235500,-4.20145,-2.2408607
235524,-1.3190968,-3.4973152
235824,-1.6905489,-2.5031233
243230,-1.9488903,2.1952586
285342,-2.8340306,-4.699019
285648,0.25936222,-8.591708
300082,-3.2122762,-3.0771637
97600,-1.005027,5.1036973
233605,-3.013173,-1.0860168
61599,10.724316,0.488443
161425,2.9825747,-7.3041587
225124,-1.2912197,-3.9629712
29953,-2.2533035,6.8193865
85317,30.628088,17.19208
85318,30.628088,17.19208
87137,3.4334214,-5.932704
87149,10.292358,-1.7998823
129520,-0.8570556,-1.3684057
203199,1.488318,-6.375003
208237,-0.44711587,-7.118925
235210,0.024892434,-1.5060195
235812,-0.93434626,-2.9455905
301030,-1.4595073,0.98996776
58580,-1.9687407,-1.1772047
84914,-2.0583255,3.181398
271262,-4.063234,-0.2857828
283764,-2.0100017,-3.5651093
353673,-3.3393338,2.4187982
42960,2.5688093,-0.93276423
50644,1.7169447,-1.7355956
65768,1.3383498,-3.9756584
78367,1.8323647,-0.58202136
83738,-1.4806074,4.2270074
160557,0.33083597,-5.8485203
211481,5.251024,-7.2507296
284844,-0.8699255,-6.5151978
285023,-1.4521515,-6.907552
357587,7.255617,-5.462472
42883,5.695616,-1.3188146
58193,0.81125754,-3.4334261
108857,2.91023,-0.65746105
141004,-2.4560516,0.5268936
160417,6.7733645,-6.3486757
161580,1.0406997,-8.274657
214631,-0.1030916,-0.61418736
250242,-4.1476703,2.676753
270799,-0.8451801,-3.1796625
285533,-1.9053364,0.2514046
285729,-5.327487,0.73689467
285849,0.34134823,-4.925225
288260,-0.85159343,5.346126
288319,1.9023467,3.120073
288321,-1.9052105,2.4711456
288626,-3.8702047,4.3107276
289152,-0.6736868,4.99177
289186,-2.2016,3.585591
292552,-1.2711782,3.9816294
299841,-7.5217047,6.5399356
307779,-5.8962226,6.4818606
348093,0.41336292,0.2993834
348111,0.8350155,-0.9775532
348129,3.119875,-0.8370498
349698,-2.7565317,0.16607441
351427,-0.6739575,-3.5876796
351615,-1.1879699,0.6082155
59854,-0.08815777,-5.775806
108855,1.833564,1.245373
158541,12.289819,0.5382528
160131,0.5026892,-6.910476
160132,1.5865179,-7.963172
166581,1.5867906,-6.831949
270579,-1.7465179,0.4513082
271966,-2.5135329,-1.6670284
299697,-5.2457986,3.0422063
87232,5.5485654,-5.576182
87579,6.0726986,-3.6028118
87231,10.532899,-5.6865606
97530,7.689729,7.0666146
106933,7.57352,-2.5202148
157825,6.410123,-3.8704345
308807,-2.2153215,3.5864623
30389,-2.8835442,6.1172824
114794,-1.4946644,-1.5848554
187445,-4.0043907,5.644771
194289,-4.6790104,3.4105582
194406,-1.3456619,4.694653
194561,-3.0718265,5.2476535
195147,-5.7453365,2.952546
206415,-0.23220575,-4.371456
276783,-1.012432,5.702079
283908,5.1572337,-6.344187
305094,-3.3175614,2.9154499
168701,2.8943996,-3.5785003
336220,1.6864189,-3.3910153
233742,0.7686955,-2.90993
277681,-0.43692806,-4.6038036
96242,-0.39174688,6.3935304
108856,3.217934,-0.6896974
129029,-0.6616037,3.6968217
224658,-5.7595954,3.283945
261476,-2.4191859,4.2886095
332385,-4.357755,2.8075073
5408,15.198793,3.2281008
65579,-1.2347296,-5.7681055
144829,-7.246015,7.737511
156355,0.0058162203,-12.027485
157339,6.4990206,-5.718446
157844,5.895744,-3.696581
158513,-0.34435996,-2.2081683
160142,4.022388,-2.9112577
160290,6.3328605,-7.0660577
161409,-2.4028704,-6.54127
161483,1.5963725,-6.1066303
161976,9.568073,-3.1698475
161988,-0.77305365,-5.9595447
166302,2.2532287,-0.61686337
166462,5.711264,-1.5431978
270486,-3.041514,1.025109
274881,-4.2555084,0.04234713
337088,-1.9147465,2.257525
338320,0.2958467,1.5255309
284845,-1.522514,-2.7826958
286418,0.44750217,-3.9252787
9126,-4.612981,0.79578686
71608,5.428387,-5.688114
75825,-5.5626163,-3.916654
107216,6.4670477,-3.17784
208518,2.123026,-0.11914726
225019,-3.9519653,-0.23894072
226595,13.636224,3.387486
226648,11.220218,2.1180155
284178,-3.2243307,1.4667261
285331,-3.1910703,-1.9175868
292749,-2.4725525,3.4256725
315146,3.9453974,0.47045225
352902,-3.6445813,1.4970907
156964,2.8228016,-4.295005
61169,6.4549317,-5.476191
70649,-0.45507017,-7.723688
70999,-2.6946855,-0.7182977
71558,2.491069,-8.212092
72624,6.563084,-1.7177601
87693,9.025463,-0.4668361
87695,10.234926,2.2475019
88915,28.05595,15.487111
89622,1.714774,-0.70932835
168633,2.0559201,-10.652089
233842,1.8394811,-4.019754
257561,-1.0441626,4.769166
300884,-3.8437715,6.256713
305136,-0.9542444,2.9763505
355167,4.71345,-3.6299293
71596,-0.6763948,-3.7213202
107039,11.379614,-5.6619797
157485,-0.7742043,-10.27869
195564,-5.118088,3.0705905
205052,1.9442089,-6.519868
212133,3.533998,-2.6567988
355163,9.94417,1.9421772
59673,2.1912513,-6.693212
65399,0.86162585,-5.2287173
119600,-4.8098226,6.483674
124671,-2.9675937,-1.2142575
124753,-5.90849,5.5703435
149706,2.469773,-6.1001873
156963,5.018397,-6.814593
158064,0.46565092,-6.127946
158641,1.5299783,-4.5140057
182513,-1.6311228,3.828335
225416,1.965945,-1.0210247
300537,-2.8943965,-2.298733
363967,2.3940046,-4.5925183
30360,-2.9110053,6.713409
30730,-2.295342,4.590073
114144,-0.053098686,-1.5060458
114664,0.59009624,1.5929526
118439,0.47535992,6.8693743
118444,-0.95625097,3.927263
119546,-1.6115912,3.1567533
119583,-1.1868907,6.005778
160129,2.8052258,-4.319211
161506,1.2816012,-7.2683873
198144,-0.44252566,-2.598135
220087,-2.2727287,1.7706479
242596,-5.4982376,5.4687285
270229,-2.5163143,-0.20998202
270607,0.92899734,-1.11577
271859,-4.0906644,1.5737724
271997,-1.7489287,2.0955591
274091,-5.8264756,2.0307627
277133,-4.741934,4.2700596
288373,-6.292181,4.1588044
288482,-2.4359665,3.8942137
297885,-4.396639,4.0331116
308544,-3.9464226,6.5428696
331738,-6.031075,5.531006
209294,1.8027399,-6.3854012
214129,4.4962997,-1.5334946
214137,5.0934796,-0.94541335
214534,8.258117,-3.2095582
283904,1.079294,-2.3009224
331149,-3.791853,3.5241435
331293,-2.225505,3.2386389
16129,-1.600847,0.6151066
30064,-5.300511,7.6426497
32082,-0.7278847,6.723785
57966,-1.6570044,-0.04274635
85396,4.18332,-3.025141
96986,-2.7712166,2.610872
156713,-4.4300733,-3.7222264
158192,1.1764287,-8.519571
159762,2.865131,-7.427977
160096,-2.405932,-4.9042645
168564,-0.4526011,-4.4738784
182394,-7.746499,2.94255
202299,1.6180316,-7.9754543
206462,0.94330674,-3.2119803
284442,-2.548699,0.24821016
288435,-3.1428957,2.8105567
293301,-2.4481668,-0.7137306
32088,-3.1658843,1.8764082
57543,-2.5979285,-1.19748
